C행정구역별,행정구역별,C산업별,업종명,데이터업종명,C조직형태별,조직형태별,시점,사업체수 (개),종사자수 (명)
'34,충남,'G46464,운동 및 경기용품 도매업,,'0,계,2018,16,34
'34,충남,'G46465,자전거 및 기타 운송장비 도매업,,'0,계,2018,7,13
'34,충남,'G4649,"가방, 시계, 안경 및 기타 생활용품 도매업",,'0,계,2018,124,345
'34,충남,'G46491,가방 및 보호용 케이스 도매업,,'0,계,2018,3,15
'34,충남,'G46492,시계 및 귀금속제품 도매업,,'0,계,2018,4,4
'34,충남,'G46493,"안경, 사진장비 및 광학용품 도매업",,'0,계,2018,13,31
'34,충남,'G46499,그 외 기타 생활용품 도매업,,'0,계,2018,104,295
'34,충남,'G465,기계장비 및 관련 물품 도매업,,'0,계,2018,1561,5073
'34,충남,'G4651,"컴퓨터 및 주변장치, 소프트웨어 도매업",,'0,계,2018,75,245
'34,충남,'G46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",,'0,계,2018,75,245
'34,충남,'G4652,"가전제품, 통신장비 및 부품 도매업",,'0,계,2018,187,618
'34,충남,'G46521,가전제품 및 부품 도매업,,'0,계,2018,119,335
'34,충남,'G46522,통신?방송장비 및 부품 도매업,,'0,계,2018,68,283
'34,충남,'G4653,산업용 기계 및 장비 도매업,,'0,계,2018,477,1559
'34,충남,'G46531,농림업용 기계 및 장비 도매업,,'0,계,2018,247,851
'34,충남,'G46532,건설ㆍ광업용 기계 및 장비 도매업,,'0,계,2018,86,253
'34,충남,'G46533,공작용 기계 및 장비 도매업,,'0,계,2018,54,190
'34,충남,'G46539,기타 산업용 기계 및 장비 도매업,,'0,계,2018,90,265
'34,충남,'G4659,기타 기계 및 장비 도매업,,'0,계,2018,822,2651
'34,충남,'G46591,사무용 가구 및 기기 도매업,,'0,계,2018,72,189
'34,충남,'G46592,의료기기 도매업,,'0,계,2018,55,136
'34,충남,'G46593,정밀기기 및 과학기기 도매업,,'0,계,2018,53,173
'34,충남,'G46594,수송용 운송장비 도매업,,'0,계,2018,26,72
'34,충남,'G46595,전기용 기계?장비 및 관련 기자재 도매업,,'0,계,2018,228,858
'34,충남,'G46596,전지 및 케이블 도매업,,'0,계,2018,39,138
'34,충남,'G46599,그 외 기타 기계 및 장비 도매업,,'0,계,2018,349,1085
'34,충남,'G466,"건축자재, 철물 및 난방장치 도매업",,'0,계,2018,1419,3824
'34,충남,'G4661,일반 건축자재 도매업,,'0,계,2018,456,1297
'34,충남,'G46611,원목 및 건축관련 목제품 도매업,,'0,계,2018,152,422
'34,충남,'G46612,"골재, 벽돌 및 시멘트 도매업",,'0,계,2018,232,651
'34,충남,'G46613,유리 및 창호 도매업,,'0,계,2018,72,224
'34,충남,'G4662,"냉?난방장치 및 철물, 수공구 도매업",,'0,계,2018,475,1252
'34,충남,'G46621,배관 및 냉ㆍ난방장치 도매업,,'0,계,2018,109,280
'34,충남,'G46622,"철물, 금속 파스너 및 수공구 도매업",,'0,계,2018,366,972
'34,충남,'G4669,기타 건축자재 도매업,,'0,계,2018,488,1275
'34,충남,'G46691,도료 도매업,,'0,계,2018,99,263
'34,충남,'G46692,벽지 및 장판류 도매업,,'0,계,2018,48,109
'34,충남,'G46699,그 외 기타 건축자재 도매업,,'0,계,2018,341,903
'34,충남,'G467,기타 전문 도매업,,'0,계,2018,1966,5522
'34,충남,'G4671,"연료, 연료용 광물 및 관련제품 도매업",,'0,계,2018,126,490
'34,충남,'G46711,고체연료 및 관련제품 도매업,,'0,계,2018,11,29
'34,충남,'G46712,액체연료 및 관련제품 도매업,,'0,계,2018,74,238
'34,충남,'G46713,기체연료 및 관련제품 도매업,,'0,계,2018,41,223
'34,충남,'G4672,1차 금속제품 및 금속광물 도매업,,'0,계,2018,243,862
'34,충남,'G46721,1차 금속제품 도매업,,'0,계,2018,239,854
'34,충남,'G46722,금속광물 도매업,,'0,계,2018,4,8
'34,충남,'G4673,화학물질 및 화학제품 도매업,,'0,계,2018,580,1554
'34,충남,'G46731,"염료, 안료 및 관련제품 도매업",,'0,계,2018,6,14
'34,충남,'G46732,비료 및 농약 도매업,,'0,계,2018,453,1155
'34,충남,'G46733,플라스틱물질 및 합성고무 도매업,,'0,계,2018,47,116
'34,충남,'G46739,기타 화학물질 및 화학제품 도매업,,'0,계,2018,74,269
'34,충남,'G4674,"방직용 섬유, 실 및 직물 도매업",,'0,계,2018,10,41
'34,충남,'G46741,방직용 섬유 및 실 도매업,,'0,계,2018,4,21
'34,충남,'G46742,직물 도매업,,'0,계,2018,6,20
'34,충남,'G4675,"종이 원지, 판지, 종이상자 도매업",,'0,계,2018,17,42
'34,충남,'G46750,"종이 원지, 판지, 종이상자 도매업",,'0,계,2018,17,42
'34,충남,'G4679,재생용 재료 및 기타 상품 전문 도매업,,'0,계,2018,990,2533
'34,충남,'G46791,재생용 재료 수집 및 판매업,,'0,계,2018,869,2250
'34,충남,'G46799,그 외 기타 상품 전문 도매업,,'0,계,2018,121,283
'34,충남,'G468,상품 종합 도매업,,'0,계,2018,37,165
'34,충남,'G4680,상품 종합 도매업,,'0,계,2018,37,165
'34,충남,'G46800,상품 종합 도매업,,'0,계,2018,37,165
'34,충남,'G47,소매업; 자동차 제외,,'0,계,2018,31260,73948
'34,충남,'G471,종합 소매업,,'0,계,2018,6049,21839
'34,충남,'G4711,대형 종합 소매업,기타 대형 종합 소매업,'0,계,2018,27,2892
'34,충남,'G47111,백화점,,'0,계,2018,3,450
'34,충남,'G47112,대형 마트,,'0,계,2018,24,2442
'34,충남,'G4712,음ㆍ식료품 위주 종합 소매업,,'0,계,2018,5840,18092
'34,충남,'G47121,슈퍼마켓,슈퍼마켓,'0,계,2018,637,5250
'34,충남,'G47122,체인화 편의점,체인화 편의점,'0,계,2018,2191,8167
'34,충남,'G47129,기타 음ㆍ식료품 위주 종합 소매업,기타음식료품위주종합소매업,'0,계,2018,3012,4675
'34,충남,'G4719,그 외 기타 종합 소매업,그외 기타 종합 소매업,'0,계,2018,182,855
'34,충남,'G47190,그 외 기타 종합 소매업,,'0,계,2018,182,855
'34,충남,'G472,음ㆍ식료품 및 담배 소매업,,'0,계,2018,5570,10263
'34,충남,'G4721,식료품 소매업,,'0,계,2018,5361,9952
'34,충남,'G47211,"곡물, 곡분 및 가축 사료 소매업",,'0,계,2018,255,455
'34,충남,'G47212,육류 소매업,육류 소매업,'0,계,2018,1221,2325
'34,충남,'G47213,건어물 및 젓갈류 소매업,,'0,계,2018,624,1222
'34,충남,'G47214,"신선, 냉동 및 기타 수산물 소매업",수산물 소매업,'0,계,2018,985,1785
'34,충남,'G47215,"채소, 과실 및 뿌리작물 소매업",과실 및 채소 소매업,'0,계,2018,1051,1834
'34,충남,'G47216,"빵류, 과자류 및 당류 소매업",빵 및 과자류 소매업,'0,계,2018,211,436
'34,충남,'G47217,건강보조식품 소매업,건강보조식품 소매업,'0,계,2018,385,664
'34,충남,'G47218,조리 반찬류 소매업,,'0,계,2018,281,560
'34,충남,'G47219,기타 식료품 소매업,,'0,계,2018,348,671
'34,충남,'G4722,음료 및 담배 소매업,,'0,계,2018,209,311
'34,충남,'G47221,음료 소매업,,'0,계,2018,101,165
'34,충남,'G47222,담배 소매업,,'0,계,2018,108,146
'34,충남,'G473,가전제품 및 정보통신장비 소매업,,'0,계,2018,1636,3813
'34,충남,'G4731,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",,'0,계,2018,1283,2715
'34,충남,'G47311,"컴퓨터 및 주변장치, 소프트웨어 소매업",,'0,계,2018,179,294
'34,충남,'G47312,통신기기 소매업,,'0,계,2018,1104,2421
'34,충남,'G4732,가전제품 소매업,,'0,계,2018,353,1098
'34,충남,'G47320,가전제품 소매업,,'0,계,2018,353,1098
'34,충남,'G474,"섬유, 의복, 신발 및 가죽제품 소매업",,'0,계,2018,5893,10001
'34,충남,'G4741,의복 소매업,,'0,계,2018,4455,7645
'34,충남,'G47411,남자용 겉옷 소매업,,'0,계,2018,281,555
'34,충남,'G47412,여자용 겉옷 소매업,,'0,계,2018,1392,2193
'34,충남,'G47413,속옷 및 잠옷 소매업,,'0,계,2018,426,645
'34,충남,'G47414,셔츠 및 블라우스 소매업,,'0,계,2018,783,1351
'34,충남,'G47415,한복 소매업,,'0,계,2018,44,62
'34,충남,'G47416,가죽 및 모피의복 소매업,,'0,계,2018,83,130
'34,충남,'G47417,유아용 의류 소매업,,'0,계,2018,342,524
'34,충남,'G47419,기타 의복 소매업,,'0,계,2018,1104,2185
'34,충남,'G4742,"섬유, 직물 및 의복액세서리 소매업",,'0,계,2018,869,1275
'34,충남,'G47421,가정용 직물제품 소매업,,'0,계,2018,539,800
'34,충남,'G47422,의복 액세서리 및 모조 장신구 소매업,,'0,계,2018,215,338
'34,충남,'G47429,"섬유 원단, 실 및 기타 섬유제품 소매업",,'0,계,2018,115,137
'34,충남,'G4743,신발 소매업,,'0,계,2018,446,874
'34,충남,'G47430,신발 소매업,,'0,계,2018,446,874
'34,충남,'G4744,가방 및 기타 가죽제품 소매업,,'0,계,2018,123,207
'34,충남,'G47440,가방 및 기타 가죽제품 소매업,,'0,계,2018,123,207
'34,충남,'G475,기타 생활용품 소매업,,'0,계,2018,2838,4845
'34,충남,'G4751,"철물, 공구, 창호 및 건설자재 소매업",,'0,계,2018,1595,2694
'34,충남,'G47511,철물 및 난방용구 소매업,,'0,계,2018,668,1055
'34,충남,'G47512,공구 소매업,,'0,계,2018,206,370
'34,충남,'G47513,"벽지, 마루덮개 및 장판류 소매업",,'0,계,2018,348,608
'34,충남,'G47519,"페인트, 창호 및 기타 건설자재 소매업",,'0,계,2018,373,661
'34,충남,'G4752,가구 소매업,,'0,계,2018,429,840
'34,충남,'G47520,가구 소매업,,'0,계,2018,429,840
'34,충남,'G4759,그 외 기타 가정용품 소매업,,'0,계,2018,814,1311
'34,충남,'G47591,전기용품 및 조명장치 소매업,,'0,계,2018,308,491
'34,충남,'G47592,"주방용품 및 가정용 유리, 요업 제품 소매업",,'0,계,2018,345,568
'34,충남,'G47593,악기 소매업,,'0,계,2018,63,86
'34,충남,'G47599,그 외 기타 분류 안된 가정용품 소매업,,'0,계,2018,98,166
'34,충남,'G476,"문화, 오락 및 여가 용품 소매업",,'0,계,2018,1461,2482
'34,충남,'G4761,서적 및 문구용품 소매업,,'0,계,2018,614,1173
'34,충남,'G47611,"서적, 신문 및 잡지류 소매업",,'0,계,2018,197,423
'34,충남,'G47612,문구용품 및 회화용품 소매업,,'0,계,2018,417,750
'34,충남,'G4762,음반 및 비디오물 소매업,,'0,계,2018,17,26
'34,충남,'G47620,음반 및 비디오물 소매업,,'0,계,2018,17,26
'34,충남,'G4763,운동용품 및 자전거 소매업,,'0,계,2018,476,736
'34,충남,'G47631,운동 및 경기용품 소매업,,'0,계,2018,342,567
'34,충남,'G47632,자전거 및 기타 운송장비 소매업,,'0,계,2018,134,169
'34,충남,'G4764,"게임용구, 인형 및 장난감 소매업",,'0,계,2018,354,547
'34,충남,'G47640,"게임용구, 인형 및 장난감 소매업",,'0,계,2018,354,547
'34,충남,'G477,연료 소매업,,'0,계,2018,1533,4617
'34,충남,'G4771,운송장비용 연료 소매업,,'0,계,2018,1181,3798
'34,충남,'G47711,운송장비용 주유소 운영업,차량용 주유소 운영업,'0,계,2018,1049,3287
'34,충남,'G47712,운송장비용 가스 충전업,차량용 가스 충전업,'0,계,2018,132,511
'34,충남,'G4772,가정용 연료 소매업,,'0,계,2018,352,819
'34,충남,'G47721,가정용 고체연료 소매업,,'0,계,2018,14,27
'34,충남,'G47722,가정용 액체연료 소매업,,'0,계,2018,78,131
'34,충남,'G47723,가정용 가스연료 소매업,,'0,계,2018,260,661
'34,충남,'G478,기타 상품 전문 소매업,,'0,계,2018,5542,10619
'34,충남,'G4781,"의약품, 의료용 기구, 화장품 및 방향제 소매업",,'0,계,2018,2209,5358
'34,충남,'G47811,의약품 및 의료용품 소매업,,'0,계,2018,1093,3008
'34,충남,'G47812,의료용 기구 소매업,,'0,계,2018,244,424
'34,충남,'G47813,"화장품, 비누 및 방향제 소매업",화장품 및 방향제 소매업,'0,계,2018,872,1926
'34,충남,'G4782,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",,'0,계,2018,407,841
'34,충남,'G47821,사무용 기기 소매업,,'0,계,2018,50,115
'34,충남,'G47822,안경 및 렌즈 소매업,,'0,계,2018,351,715
'34,충남,'G47823,사진기 및 사진용품 소매업,,'0,계,2018,2,X
'34,충남,'G47829,기타 광학 및 정밀 기기 소매업,,'0,계,2018,4,7
'34,충남,'G4783,시계 및 귀금속 소매업,,'0,계,2018,401,658
'34,충남,'G47830,시계 및 귀금속 소매업,,'0,계,2018,401,658
'34,충남,'G4784,"예술품, 기념품 및 장식용품 소매업",,'0,계,2018,257,372
'34,충남,'G47841,예술품 및 골동품 소매업,,'0,계,2018,101,131
'34,충남,'G47842,"기념품, 관광 민예품 및 장식용품 소매업",관광 민예품 및 선물용품 소매업,'0,계,2018,156,241
'34,충남,'G4785,그 외 기타 상품 전문 소매업,,'0,계,2018,1969,2958
'34,충남,'G47851,화초 및 식물 소매업,,'0,계,2018,869,1315
'34,충남,'G47852,애완용 동물 및 관련용품 소매업,,'0,계,2018,240,409
'34,충남,'G47859,그 외 기타 분류 안된 상품 전문 소매업,,'0,계,2018,860,1234
'34,충남,'G4786,중고 상품 소매업,,'0,계,2018,299,432
'34,충남,'G47861,중고 가구 소매업,,'0,계,2018,21,40
'34,충남,'G47862,중고 가전제품 및 통신장비 소매업,,'0,계,2018,91,144
'34,충남,'G47869,기타 중고 상품 소매업,,'0,계,2018,187,248
'34,충남,'G479,무점포 소매업,,'0,계,2018,738,5469
'34,충남,'G4791,통신 판매업,,'0,계,2018,239,587
'34,충남,'G47911,전자상거래 소매 중개업,,'0,계,2018,7,108
'34,충남,'G47912,전자상거래 소매업,,'0,계,2018,229,473
'34,충남,'G47919,기타 통신 판매업,,'0,계,2018,3,6
'34,충남,'G4799,기타 무점포 소매업,,'0,계,2018,499,4882
'34,충남,'G47991,자동판매기 운영업,,'0,계,2018,12,29
'34,충남,'G47992,계약배달 판매업,,'0,계,2018,202,981
'34,충남,'G47993,방문 판매업,,'0,계,2018,285,3872
'34,충남,'H,운수 및 창고업(49~52),,'0,계,2018,14688,37604
'34,충남,'H49,육상운송 및 파이프라인 운송업,,'0,계,2018,13760,27916
'34,충남,'H491,철도 운송업,,'0,계,2018,22,347
'34,충남,'H4910,철도 운송업,,'0,계,2018,22,347
'34,충남,'H49101,철도 여객 운송업,,'0,계,2018,21,340
'34,충남,'H49102,철도 화물 운송업,,'0,계,2018,1,X
'34,충남,'H492,육상 여객 운송업,,'0,계,2018,4280,11857
'34,충남,'H4921,도시 정기 육상 여객 운송업,,'0,계,2018,31,2283
'34,충남,'H49211,도시철도 운송업,,'0,계,2018,7,62
'34,충남,'H49212,시내버스 운송업,버스 운송업,'0,계,2018,21,2200
'34,충남,'H49219,기타 도시 정기 육상 여객 운송업,,'0,계,2018,3,21
'34,충남,'H4922,시외버스 운송업,버스 운송업,'0,계,2018,23,609
'34,충남,'H49220,시외버스 운송업,,'0,계,2018,23,609
'34,충남,'H4923,부정기 육상 여객 운송업,,'0,계,2018,4226,8965
'34,충남,'H49231,택시 운송업,택시 운송업,'0,계,2018,4120,7123
'34,충남,'H49232,전세버스 운송업,버스 운송업,'0,계,2018,89,1805
'34,충남,'H49233,특수여객자동차 운송업,,'0,계,2018,17,37
'34,충남,'H493,도로 화물 운송업,,'0,계,2018,9009,12941
'34,충남,'H4930,도로 화물 운송업,,'0,계,2018,9009,12941
'34,충남,'H49301,일반 화물자동차 운송업,,'0,계,2018,678,4152
'34,충남,'H49302,용달 화물자동차 운송업,,'0,계,2018,4577,4724
'34,충남,'H49303,개별 화물자동차 운송업,,'0,계,2018,3754,4065
'34,충남,'H494,소화물 전문 운송업,,'0,계,2018,447,2737
'34,충남,'H4940,소화물 전문 운송업,,'0,계,2018,447,2737
'34,충남,'H49401,택배업,,'0,계,2018,403,2334
'34,충남,'H49402,늘찬 배달업,,'0,계,2018,44,403
'34,충남,'H495,파이프라인 운송업,,'0,계,2018,2,X
'34,충남,'H4950,파이프라인 운송업,,'0,계,2018,2,X
'34,충남,'H49500,파이프라인 운송업,,'0,계,2018,2,X
'34,충남,'H50,수상 운송업,,'0,계,2018,33,410
'34,충남,'H501,해상 운송업,,'0,계,2018,25,358
'34,충남,'H5011,외항 운송업,,'0,계,2018,1,X
'34,충남,'H50112,외항 화물 운송업,,'0,계,2018,1,X
'34,충남,'H5012,내항 운송업,,'0,계,2018,8,78
'34,충남,'H50121,내항 여객 운송업,내항 여객 운송업,'0,계,2018,7,72
'34,충남,'H50122,내항 화물 운송업,,'0,계,2018,1,X
'34,충남,'H5013,기타 해상 운송업,,'0,계,2018,16,252
'34,충남,'H50130,기타 해상 운송업,,'0,계,2018,16,252
'34,충남,'H502,내륙 수상 및 항만 내 운송업,,'0,계,2018,8,52
'34,충남,'H5020,내륙 수상 및 항만 내 운송업,,'0,계,2018,8,52
'34,충남,'H50201,내륙 수상 여객 및 화물 운송업,,'0,계,2018,1,X
'34,충남,'H50202,항만 내 여객 운송업,,'0,계,2018,6,10
'34,충남,'H50209,기타 내륙 수상 운송업,,'0,계,2018,1,X
'34,충남,'H51,항공 운송업,정기 항공 운송업,'0,계,2018,1,X
'34,충남,'H512,항공 화물 운송업,,'0,계,2018,1,X
'34,충남,'H5120,항공 화물 운송업,,'0,계,2018,1,X
'34,충남,'H51200,항공 화물 운송업,,'0,계,2018,1,X
'34,충남,'H52,창고 및 운송관련 서비스업,,'0,계,2018,894,9228
'34,충남,'H521,보관 및 창고업,,'0,계,2018,262,3103
'34,충남,'H5210,보관 및 창고업,,'0,계,2018,262,3103
'34,충남,'H52101,일반 창고업,,'0,계,2018,157,2316
'34,충남,'H52102,냉장 및 냉동 창고업,,'0,계,2018,42,492
'34,충남,'H52103,농산물 창고업,,'0,계,2018,35,95
'34,충남,'H52104,위험물품 보관업,,'0,계,2018,4,78
'34,충남,'H52109,기타 보관 및 창고업,,'0,계,2018,24,122
'34,충남,'H529,기타 운송관련 서비스업,,'0,계,2018,632,6125
'34,충남,'H5291,육상 운송지원 서비스업,,'0,계,2018,178,1864
'34,충남,'H52911,철도 운송지원 서비스업,,'0,계,2018,13,456
'34,충남,'H52912,여객 자동차 터미널 운영업,,'0,계,2018,13,85
'34,충남,'H52913,물류 터미널 운영업,,'0,계,2018,2,X
'34,충남,'H52914,도로 및 관련시설 운영업,,'0,계,2018,36,942
'34,충남,'H52915,주차장 운영업,,'0,계,2018,100,245
'34,충남,'H52919,기타 육상 운송지원 서비스업,,'0,계,2018,14,90
'34,충남,'H5292,수상 운송지원 서비스업,,'0,계,2018,27,219
'34,충남,'H52921,항구 및 기타 해상 터미널 운영업,,'0,계,2018,4,39
'34,충남,'H52929,기타 수상 운송지원 서비스업,,'0,계,2018,23,180
'34,충남,'H5294,화물 취급업,,'0,계,2018,43,1480
'34,충남,'H52941,항공 및 육상 화물 취급업,,'0,계,2018,25,825
'34,충남,'H52942,수상 화물 취급업,,'0,계,2018,18,655
'34,충남,'H5299,그 외 기타 운송관련 서비스업,,'0,계,2018,384,2562
'34,충남,'H52991,통관 대리 및 관련서비스업,,'0,계,2018,30,159
'34,충남,'H52992,"화물운송 중개, 대리 및 관련 서비스업",,'0,계,2018,296,1791
'34,충남,'H52993,"화물 포장, 검수 및 계량 서비스업",,'0,계,2018,50,578
'34,충남,'H52999,그 외 기타 분류 안된 운송 관련 서비스업,,'0,계,2018,8,34
'34,충남,'I,숙박 및 음식점업(55~56),,'0,계,2018,36804,97680
'34,충남,'I55,숙박업,,'0,계,2018,3872,9260
'34,충남,'I551,일반 및 생활 숙박시설 운영업,,'0,계,2018,3765,9045
'34,충남,'I5510,일반 및 생활 숙박시설 운영업,,'0,계,2018,3765,9045
'34,충남,'I55101,호텔업,호텔업,'0,계,2018,16,448
'34,충남,'I55102,여관업,여관업,'0,계,2018,1577,3626
'34,충남,'I55103,휴양콘도 운영업,휴양콘도 운영업,'0,계,2018,33,999
'34,충남,'I55104,민박업,,'0,계,2018,614,1065
'34,충남,'I55109,기타 일반 및 생활 숙박시설 운영업,,'0,계,2018,1525,2907
'34,충남,'I559,기타 숙박업,,'0,계,2018,107,215
'34,충남,'I5590,기타 숙박업,,'0,계,2018,107,215
'34,충남,'I55901,기숙사 및 고시원 운영업,,'0,계,2018,102,206
'34,충남,'I55909,그 외 기타 숙박업,,'0,계,2018,5,9
'34,충남,'I56,음식점 및 주점업,,'0,계,2018,32932,88420
'34,충남,'I561,음식점업,,'0,계,2018,25106,72178
'34,충남,'I5611,한식 음식점업,한식 음식점업,'0,계,2018,16590,43837
'34,충남,'I56111,한식 일반 음식점업,,'0,계,2018,10570,26291
'34,충남,'I56112,한식 면요리 전문점,,'0,계,2018,1083,2705
'34,충남,'I56113,한식 육류요리 전문점,,'0,계,2018,3395,10461
'34,충남,'I56114,한식 해산물요리 전문점,,'0,계,2018,1542,4380
'34,충남,'I5612,외국식 음식점업,,'0,계,2018,2242,7916
'34,충남,'I56121,중식 음식점업,중식 음식점업,'0,계,2018,1273,4153
'34,충남,'I56122,일식 음식점업,일식 음식점업,'0,계,2018,368,1481
'34,충남,'I56123,서양식 음식점업,서양식 음식점업,'0,계,2018,450,1817
'34,충남,'I56129,기타 외국식 음식점업,기타 외국식 음식점업,'0,계,2018,151,465
'34,충남,'I5613,기관 구내식당업,,'0,계,2018,667,4916
'34,충남,'I56130,기관 구내식당업,,'0,계,2018,667,4916
'34,충남,'I5614,출장 및 이동 음식점업,,'0,계,2018,40,181
'34,충남,'I56141,출장 음식 서비스업,,'0,계,2018,40,181
'34,충남,'I5619,기타 간이 음식점업,,'0,계,2018,5567,15328
'34,충남,'I56191,제과점업,,'0,계,2018,752,2741
'34,충남,'I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",피자 햄버거 샌드위치 및 유사 음식점업,'0,계,2018,777,3189
'34,충남,'I56193,치킨 전문점,,'0,계,2018,1839,3967
'34,충남,'I56194,김밥 및 기타 간이 음식점업,,'0,계,2018,1902,4279
'34,충남,'I56199,간이음식 포장 판매 전문점,,'0,계,2018,297,1152
'34,충남,'I562,주점 및 비알코올 음료점업,,'0,계,2018,7826,16242
'34,충남,'I5621,주점업,,'0,계,2018,4560,8772
'34,충남,'I56211,일반 유흥주점업,일반유흥 주점업,'0,계,2018,1125,2482
'34,충남,'I56212,무도 유흥주점업,,'0,계,2018,80,263
'34,충남,'I56213,생맥주 전문점,,'0,계,2018,267,534
'34,충남,'I56219,기타 주점업,기타 주점업,'0,계,2018,3088,5493
'34,충남,'I5622,비알코올 음료점업,비알콜 음료점업,'0,계,2018,3266,7470
'34,충남,'I56221,커피 전문점,,'0,계,2018,2269,5770
'34,충남,'I56229,기타 비알코올 음료점업,,'0,계,2018,997,1700
'34,충남,'J,정보통신업(58~63),,'0,계,2018,839,6279
'34,충남,'J58,출판업,,'0,계,2018,272,1257
'34,충남,'J581,"서적, 잡지 및 기타 인쇄물 출판업",,'0,계,2018,132,435
'34,충남,'J5811,서적 출판업,,'0,계,2018,40,52
'34,충남,'J58111,교과서 및 학습서적 출판업,,'0,계,2018,8,9
'34,충남,'J58113,일반 서적 출판업,,'0,계,2018,32,43
'34,충남,'J5812,"신문, 잡지 및 정기간행물 출판업",,'0,계,2018,89,377
'34,충남,'J58121,신문 발행업,,'0,계,2018,36,145
'34,충남,'J58122,잡지 및 정기간행물 발행업,,'0,계,2018,29,108
'34,충남,'J58123,정기 광고간행물 발행업,,'0,계,2018,24,124
'34,충남,'J5819,기타 인쇄물 출판업,,'0,계,2018,3,6
'34,충남,'J58190,기타 인쇄물 출판업,,'0,계,2018,3,6
'34,충남,'J582,소프트웨어 개발 및 공급업,,'0,계,2018,140,822
'34,충남,'J5821,게임 소프트웨어 개발 및 공급업,,'0,계,2018,11,44
'34,충남,'J58211,유선 온라인 게임 소프트웨어 개발 및 공급업,,'0,계,2018,3,7
'34,충남,'J58212,모바일 게임 소프트웨어 개발 및 공급업,,'0,계,2018,8,37
'34,충남,'J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,,'0,계,2018,129,778
'34,충남,'J58221,시스템 소프트웨어 개발 및 공급업,,'0,계,2018,68,369
'34,충남,'J58222,응용 소프트웨어 개발 및 공급업,,'0,계,2018,61,409
'34,충남,'J59,영상ㆍ오디오 기록물 제작 및 배급업,,'0,계,2018,77,610
'34,충남,'J591,"영화, 비디오물, 방송프로그램 제작 및 배급업",,'0,계,2018,64,591
'34,충남,'J5911,"영화, 비디오물 및 방송프로그램 제작업",,'0,계,2018,35,111
'34,충남,'J59111,일반 영화 및 비디오물 제작업,,'0,계,2018,1,X
'34,충남,'J59112,애니메이션 영화 및 비디오물 제작업,,'0,계,2018,5,27
'34,충남,'J59113,광고 영화 및 비디오물 제작업,,'0,계,2018,27,76
'34,충남,'J59114,방송 프로그램 제작업,,'0,계,2018,2,X
'34,충남,'J5912,"영화, 비디오물 및 방송프로그램 제작 관련 서비스업",,'0,계,2018,1,X
'34,충남,'J59120,"영화, 비디오물 및 방송프로그램 제작 관련 서비스업",,'0,계,2018,1,X
'34,충남,'J5914,영화 및 비디오물 상영업,,'0,계,2018,28,478
'34,충남,'J59141,영화관 운영업,,'0,계,2018,25,474
'34,충남,'J59142,비디오물 감상실 운영업,,'0,계,2018,3,4
'34,충남,'J592,오디오물 출판 및 원판 녹음업,,'0,계,2018,13,19
'34,충남,'J5920,오디오물 출판 및 원판 녹음업,,'0,계,2018,13,19
'34,충남,'J59201,음악 및 기타 오디오물 출판업,,'0,계,2018,6,9
'34,충남,'J59202,녹음시설 운영업,,'0,계,2018,7,10
'34,충남,'J60,방송업,,'0,계,2018,23,187
'34,충남,'J602,텔레비전 방송업,,'0,계,2018,23,187
'34,충남,'J6021,지상파 방송업,,'0,계,2018,6,26
'34,충남,'J60210,지상파 방송업,,'0,계,2018,6,26
'34,충남,'J6022,"유선, 위성 및 기타 방송업",,'0,계,2018,17,161
'34,충남,'J60221,프로그램 공급업,,'0,계,2018,1,X
'34,충남,'J60222,유선 방송업,,'0,계,2018,9,134
'34,충남,'J60229,위성 및 기타 방송업,,'0,계,2018,7,24
'34,충남,'J61,우편 및 통신업,,'0,계,2018,294,3482
'34,충남,'J611,공영 우편업,,'0,계,2018,228,2560
'34,충남,'J6110,공영 우편업,,'0,계,2018,228,2560
'34,충남,'J61100,공영 우편업,,'0,계,2018,228,2560
'34,충남,'J612,전기 통신업,,'0,계,2018,66,922
'34,충남,'J6121,유선 통신업,,'0,계,2018,45,703
'34,충남,'J61210,유선 통신업,,'0,계,2018,45,703
'34,충남,'J6122,무선 및 위성 통신업,,'0,계,2018,13,130
'34,충남,'J61220,무선 및 위성 통신업,,'0,계,2018,13,130
'34,충남,'J6129,기타 전기 통신업,,'0,계,2018,8,89
'34,충남,'J61291,통신 재판매업,,'0,계,2018,4,17
'34,충남,'J61299,그 외 기타 전기 통신업,,'0,계,2018,4,72
'34,충남,'J62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",,'0,계,2018,117,605
'34,충남,'J620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",,'0,계,2018,117,605
'34,충남,'J6201,컴퓨터 프로그래밍 서비스업,,'0,계,2018,65,205
'34,충남,'J62010,컴퓨터 프로그래밍 서비스업,,'0,계,2018,65,205
'34,충남,'J6202,"컴퓨터시스템 통합 자문, 구축 및 관리업",,'0,계,2018,42,340
'34,충남,'J62021,컴퓨터시스템 통합 자문 및 구축 서비스업,,'0,계,2018,29,262
'34,충남,'J62022,컴퓨터시설 관리업,,'0,계,2018,13,78
